id,month,label
192,1994-12-01,FE
193,1994-12-01,employment
194,1994-12-01,school
195,1994-12-01,training
196,1994-12-01,school
197,1994-12-01,FE
198,1994-12-01,FE
199,1994-12-01,FE
200,1994-12-01,FE
201,1994-12-01,employment
202,1994-12-01,employment
203,1994-12-01,school
204,1994-12-01,FE
205,1994-12-01,training
206,1994-12-01,school
207,1994-12-01,school
208,1994-12-01,school
209,1994-12-01,school
210,1994-12-01,joblessness
211,1994-12-01,FE
212,1994-12-01,employment
213,1994-12-01,employment
214,1994-12-01,FE
215,1994-12-01,FE
216,1994-12-01,FE
217,1994-12-01,FE
218,1994-12-01,FE
219,1994-12-01,school
220,1994-12-01,FE
221,1994-12-01,employment
222,1994-12-01,FE
223,1994-12-01,employment
224,1994-12-01,employment
225,1994-12-01,training
226,1994-12-01,employment
227,1994-12-01,training
228,1994-12-01,school
229,1994-12-01,employment
230,1994-12-01,FE
231,1994-12-01,employment
232,1994-12-01,FE
233,1994-12-01,FE
234,1994-12-01,school
235,1994-12-01,school
236,1994-12-01,school
237,1994-12-01,employment
238,1994-12-01,school
239,1994-12-01,FE
240,1994-12-01,training
241,1994-12-01,training
242,1994-12-01,school
243,1994-12-01,FE
244,1994-12-01,FE
245,1994-12-01,FE
246,1994-12-01,FE
247,1994-12-01,FE
248,1994-12-01,school
249,1994-12-01,school
250,1994-12-01,training
251,1994-12-01,training
252,1994-12-01,training
253,1994-12-01,employment
254,1994-12-01,joblessness
255,1994-12-01,FE
256,1994-12-01,school
257,1994-12-01,school
258,1994-12-01,school
259,1994-12-01,school
260,1994-12-01,school
261,1994-12-01,FE
262,1994-12-01,training
263,1994-12-01,employment
264,1994-12-01,joblessness
265,1994-12-01,training
266,1994-12-01,employment
267,1994-12-01,training
268,1994-12-01,training
269,1994-12-01,FE
270,1994-12-01,employment
271,1994-12-01,FE
272,1994-12-01,training
273,1994-12-01,school
274,1994-12-01,school
275,1994-12-01,FE
276,1994-12-01,training
277,1994-12-01,FE
278,1994-12-01,employment
279,1994-12-01,school
280,1994-12-01,employment
281,1994-12-01,employment
282,1994-12-01,school
283,1994-12-01,school
284,1994-12-01,FE
285,1994-12-01,FE
286,1994-12-01,FE
287,1994-12-01,FE
288,1994-12-01,training
289,1994-12-01,employment
290,1994-12-01,training
291,1994-12-01,FE
292,1994-12-01,employment
293,1994-12-01,FE
294,1994-12-01,FE
295,1994-12-01,FE
296,1994-12-01,employment
297,1994-12-01,FE
298,1994-12-01,FE
299,1994-12-01,employment
300,1994-12-01,FE
301,1994-12-01,FE
302,1994-12-01,FE
303,1994-12-01,employment
304,1994-12-01,FE
305,1994-12-01,FE
306,1994-12-01,employment
307,1994-12-01,FE
308,1994-12-01,FE
309,1994-12-01,training
310,1994-12-01,employment
311,1994-12-01,FE
312,1994-12-01,FE
313,1994-12-01,FE
314,1994-12-01,employment
315,1994-12-01,training
316,1994-12-01,school
317,1994-12-01,school
318,1994-12-01,school
319,1994-12-01,training
320,1994-12-01,FE
321,1994-12-01,employment
322,1994-12-01,employment
323,1994-12-01,school
324,1994-12-01,FE
325,1994-12-01,joblessness
326,1994-12-01,training
327,1994-12-01,FE
328,1994-12-01,training
329,1994-12-01,school
330,1994-12-01,FE
331,1994-12-01,employment
332,1994-12-01,school
333,1994-12-01,school
334,1994-12-01,training
335,1994-12-01,FE
336,1994-12-01,FE
337,1994-12-01,FE
338,1994-12-01,employment
339,1994-12-01,FE
340,1994-12-01,school
341,1994-12-01,FE
342,1994-12-01,employment
343,1994-12-01,training
344,1994-12-01,training
345,1994-12-01,employment
346,1994-12-01,FE
347,1994-12-01,joblessness
348,1994-12-01,employment
349,1994-12-01,FE
350,1994-12-01,employment
351,1994-12-01,training
352,1994-12-01,employment
353,1994-12-01,FE
354,1994-12-01,training
355,1994-12-01,training
356,1994-12-01,joblessness
357,1994-12-01,employment
358,1994-12-01,school
359,1994-12-01,school
360,1994-12-01,employment
361,1994-12-01,employment
362,1994-12-01,training
363,1994-12-01,FE
364,1994-12-01,FE
365,1994-12-01,school
366,1994-12-01,training
367,1994-12-01,school
368,1994-12-01,employment
369,1994-12-01,FE
370,1994-12-01,FE
371,1994-12-01,training
372,1994-12-01,employment
373,1994-12-01,employment
374,1994-12-01,training
375,1994-12-01,employment
376,1994-12-01,FE
377,1994-12-01,joblessness
378,1994-12-01,FE
379,1994-12-01,FE
380,1994-12-01,FE
381,1994-12-01,FE
382,1994-12-01,FE
383,1994-12-01,FE
384,1994-12-01,employment
385,1994-12-01,FE
386,1994-12-01,employment
387,1994-12-01,training
388,1994-12-01,employment
389,1994-12-01,training
390,1994-12-01,school
391,1994-12-01,FE
392,1994-12-01,employment
393,1994-12-01,training
394,1994-12-01,employment
395,1994-12-01,FE
396,1994-12-01,employment
397,1994-12-01,training
398,1994-12-01,training
399,1994-12-01,employment
400,1994-12-01,employment
401,1994-12-01,employment
402,1994-12-01,training
403,1994-12-01,employment
404,1994-12-01,employment
405,1994-12-01,joblessness
406,1994-12-01,FE
407,1994-12-01,employment
408,1994-12-01,FE
409,1994-12-01,training
410,1994-12-01,school
411,1994-12-01,school
412,1994-12-01,employment
413,1994-12-01,employment
414,1994-12-01,FE
415,1994-12-01,employment
416,1994-12-01,training
417,1994-12-01,school
418,1994-12-01,FE
419,1994-12-01,employment
420,1994-12-01,employment
421,1994-12-01,employment
422,1994-12-01,school
423,1994-12-01,joblessness
424,1994-12-01,employment
425,1994-12-01,employment
426,1994-12-01,joblessness
427,1994-12-01,employment
428,1994-12-01,employment
429,1994-12-01,employment
430,1994-12-01,FE
431,1994-12-01,FE
432,1994-12-01,employment
433,1994-12-01,FE
434,1994-12-01,FE
435,1994-12-01,training
436,1994-12-01,FE
437,1994-12-01,school
438,1994-12-01,FE
439,1994-12-01,employment
440,1994-12-01,training
441,1994-12-01,FE
442,1994-12-01,employment
443,1994-12-01,employment
444,1994-12-01,FE
445,1994-12-01,FE
446,1994-12-01,FE
447,1994-12-01,FE
448,1994-12-01,employment
449,1994-12-01,school
450,1994-12-01,school
451,1994-12-01,school
452,1994-12-01,school
453,1994-12-01,school
454,1994-12-01,school
455,1994-12-01,FE
456,1994-12-01,school
457,1994-12-01,training
458,1994-12-01,FE
459,1994-12-01,FE
460,1994-12-01,school
461,1994-12-01,school
462,1994-12-01,FE
463,1994-12-01,employment
464,1994-12-01,FE
465,1994-12-01,FE
466,1994-12-01,FE
467,1994-12-01,FE
468,1994-12-01,FE
469,1994-12-01,employment
470,1994-12-01,FE
471,1994-12-01,training
472,1994-12-01,FE
473,1994-12-01,training
474,1994-12-01,school
475,1994-12-01,FE
476,1994-12-01,employment
477,1994-12-01,joblessness
478,1994-12-01,FE
479,1994-12-01,training
480,1994-12-01,FE
481,1994-12-01,employment
482,1994-12-01,training
483,1994-12-01,employment
484,1994-12-01,FE
485,1994-12-01,school
486,1994-12-01,joblessness
487,1994-12-01,FE
488,1994-12-01,FE
489,1994-12-01,FE
490,1994-12-01,school
491,1994-12-01,FE
492,1994-12-01,FE
493,1994-12-01,training
494,1994-12-01,FE
495,1994-12-01,employment
496,1994-12-01,employment
497,1994-12-01,employment
498,1994-12-01,school
499,1994-12-01,training
500,1994-12-01,FE
501,1994-12-01,training
502,1994-12-01,employment
503,1994-12-01,FE
504,1994-12-01,school
505,1994-12-01,school
506,1994-12-01,FE
507,1994-12-01,school
508,1994-12-01,employment
509,1994-12-01,FE
510,1994-12-01,training
511,1994-12-01,school
512,1994-12-01,employment
513,1994-12-01,FE
514,1994-12-01,training
515,1994-12-01,training
516,1994-12-01,FE
517,1994-12-01,FE
518,1994-12-01,training
519,1994-12-01,training
520,1994-12-01,FE
521,1994-12-01,school
522,1994-12-01,training
523,1994-12-01,FE
524,1994-12-01,joblessness
525,1994-12-01,employment
526,1994-12-01,training
527,1994-12-01,employment
528,1994-12-01,employment
529,1994-12-01,joblessness
530,1994-12-01,FE
531,1994-12-01,FE
532,1994-12-01,training
533,1994-12-01,FE
534,1994-12-01,FE
535,1994-12-01,employment
536,1994-12-01,employment
537,1994-12-01,joblessness
538,1994-12-01,FE
539,1994-12-01,joblessness
540,1994-12-01,training
541,1994-12-01,FE
542,1994-12-01,FE
543,1994-12-01,FE
544,1994-12-01,school
545,1994-12-01,employment
546,1994-12-01,training
547,1994-12-01,school
548,1994-12-01,training
549,1994-12-01,FE
550,1994-12-01,training
551,1994-12-01,FE
552,1994-12-01,school
553,1994-12-01,training
554,1994-12-01,FE
555,1994-12-01,FE
556,1994-12-01,FE
557,1994-12-01,FE
558,1994-12-01,employment
559,1994-12-01,employment
560,1994-12-01,employment
561,1994-12-01,FE
562,1994-12-01,FE
563,1994-12-01,training
564,1994-12-01,joblessness
565,1994-12-01,school
566,1994-12-01,employment
567,1994-12-01,employment
568,1994-12-01,FE
569,1994-12-01,FE
570,1994-12-01,employment
571,1994-12-01,employment
572,1994-12-01,FE
573,1994-12-01,joblessness
574,1994-12-01,joblessness
575,1994-12-01,employment
576,1994-12-01,FE
577,1994-12-01,FE
578,1994-12-01,employment
579,1994-12-01,training
580,1994-12-01,joblessness
581,1994-12-01,FE
582,1994-12-01,FE
583,1994-12-01,school
584,1994-12-01,training
585,1994-12-01,FE
586,1994-12-01,employment
587,1994-12-01,school
588,1994-12-01,employment
589,1994-12-01,training
590,1994-12-01,FE
591,1994-12-01,school
592,1994-12-01,school
593,1994-12-01,employment
594,1994-12-01,school
595,1994-12-01,FE
596,1994-12-01,FE
597,1994-12-01,FE
598,1994-12-01,employment
599,1994-12-01,employment
600,1994-12-01,school
601,1994-12-01,FE
602,1994-12-01,FE
603,1994-12-01,FE
604,1994-12-01,school
605,1994-12-01,FE
606,1994-12-01,training
607,1994-12-01,school
608,1994-12-01,school
609,1994-12-01,school
610,1994-12-01,school
611,1994-12-01,joblessness
612,1994-12-01,school
613,1994-12-01,school
614,1994-12-01,school
615,1994-12-01,school
616,1994-12-01,training
617,1994-12-01,employment
618,1994-12-01,employment
619,1994-12-01,FE
620,1994-12-01,FE
621,1994-12-01,school
622,1994-12-01,FE
623,1994-12-01,school
624,1994-12-01,FE
625,1994-12-01,FE
626,1994-12-01,training
627,1994-12-01,training
628,1994-12-01,training
629,1994-12-01,training
630,1994-12-01,joblessness
631,1994-12-01,training
632,1994-12-01,training
633,1994-12-01,training
634,1994-12-01,employment
635,1994-12-01,school
636,1994-12-01,employment
637,1994-12-01,joblessness
638,1994-12-01,employment
639,1994-12-01,employment
640,1994-12-01,school
641,1994-12-01,training
642,1994-12-01,school
643,1994-12-01,school
644,1994-12-01,training
645,1994-12-01,FE
646,1994-12-01,school
647,1994-12-01,FE
648,1994-12-01,employment
649,1994-12-01,employment
650,1994-12-01,school
651,1994-12-01,FE
652,1994-12-01,training
653,1994-12-01,FE
654,1994-12-01,school
655,1994-12-01,school
656,1994-12-01,school
657,1994-12-01,school
658,1994-12-01,school
659,1994-12-01,FE
660,1994-12-01,employment
661,1994-12-01,school
662,1994-12-01,FE
663,1994-12-01,FE
664,1994-12-01,employment
665,1994-12-01,employment
666,1994-12-01,school
667,1994-12-01,training
668,1994-12-01,employment
669,1994-12-01,employment
670,1994-12-01,school
671,1994-12-01,joblessness
672,1994-12-01,employment
673,1994-12-01,training
674,1994-12-01,FE
675,1994-12-01,training
676,1994-12-01,FE
677,1994-12-01,school
678,1994-12-01,FE
679,1994-12-01,FE
680,1994-12-01,employment
681,1994-12-01,school
682,1994-12-01,employment
683,1994-12-01,FE
684,1994-12-01,employment
685,1994-12-01,school
686,1994-12-01,school
687,1994-12-01,school
688,1994-12-01,school
689,1994-12-01,school
690,1994-12-01,school
691,1994-12-01,FE
692,1994-12-01,school
693,1994-12-01,school
694,1994-12-01,employment
695,1994-12-01,employment
696,1994-12-01,employment
697,1994-12-01,training
698,1994-12-01,training
699,1994-12-01,FE
700,1994-12-01,FE
701,1994-12-01,employment
702,1994-12-01,employment
703,1994-12-01,employment
704,1994-12-01,training
705,1994-12-01,training
706,1994-12-01,school
707,1994-12-01,school
708,1994-12-01,FE
709,1994-12-01,joblessness
710,1994-12-01,FE
711,1994-12-01,training
712,1994-12-01,training
1,1995-01-01,employment
2,1995-01-01,FE
3,1995-01-01,training
4,1995-01-01,training
5,1995-01-01,FE
6,1995-01-01,training
7,1995-01-01,FE
8,1995-01-01,FE
9,1995-01-01,training
10,1995-01-01,employment
11,1995-01-01,FE
12,1995-01-01,school
13,1995-01-01,school
14,1995-01-01,FE
15,1995-01-01,joblessness
16,1995-01-01,FE
17,1995-01-01,training
18,1995-01-01,joblessness
19,1995-01-01,joblessness
20,1995-01-01,joblessness
21,1995-01-01,FE
22,1995-01-01,employment
23,1995-01-01,training
24,1995-01-01,FE
25,1995-01-01,school
26,1995-01-01,employment
27,1995-01-01,school
28,1995-01-01,joblessness
29,1995-01-01,training
30,1995-01-01,FE
31,1995-01-01,school
32,1995-01-01,school
33,1995-01-01,school
34,1995-01-01,school
35,1995-01-01,school
36,1995-01-01,school
37,1995-01-01,school
38,1995-01-01,employment
39,1995-01-01,employment
40,1995-01-01,training
41,1995-01-01,training
42,1995-01-01,employment
43,1995-01-01,school
44,1995-01-01,school
45,1995-01-01,school
46,1995-01-01,employment
47,1995-01-01,school
48,1995-01-01,school
49,1995-01-01,school
50,1995-01-01,school
51,1995-01-01,school
52,1995-01-01,school
53,1995-01-01,school
54,1995-01-01,FE
55,1995-01-01,FE
56,1995-01-01,training
57,1995-01-01,school
58,1995-01-01,training
59,1995-01-01,training
60,1995-01-01,employment
61,1995-01-01,employment
62,1995-01-01,employment
63,1995-01-01,school
64,1995-01-01,FE
65,1995-01-01,employment
66,1995-01-01,training
67,1995-01-01,school
68,1995-01-01,employment
69,1995-01-01,training
70,1995-01-01,FE
71,1995-01-01,employment
72,1995-01-01,school
73,1995-01-01,training
74,1995-01-01,FE
75,1995-01-01,school
76,1995-01-01,employment
77,1995-01-01,employment
78,1995-01-01,training
79,1995-01-01,school
80,1995-01-01,school
81,1995-01-01,employment
82,1995-01-01,joblessness
83,1995-01-01,FE
84,1995-01-01,training
85,1995-01-01,employment
86,1995-01-01,training
87,1995-01-01,training
88,1995-01-01,employment
89,1995-01-01,employment
90,1995-01-01,employment
91,1995-01-01,training
92,1995-01-01,training
93,1995-01-01,training
94,1995-01-01,training
95,1995-01-01,FE
96,1995-01-01,employment
97,1995-01-01,joblessness
98,1995-01-01,FE
99,1995-01-01,employment
100,1995-01-01,school
101,1995-01-01,training
102,1995-01-01,FE
103,1995-01-01,training
104,1995-01-01,joblessness
105,1995-01-01,employment
106,1995-01-01,employment
107,1995-01-01,joblessness
108,1995-01-01,training
109,1995-01-01,FE
110,1995-01-01,joblessness
111,1995-01-01,FE
112,1995-01-01,FE
113,1995-01-01,joblessness
114,1995-01-01,employment
115,1995-01-01,FE
116,1995-01-01,employment
117,1995-01-01,FE
118,1995-01-01,training
119,1995-01-01,training
120,1995-01-01,employment
121,1995-01-01,training
122,1995-01-01,employment
123,1995-01-01,training
124,1995-01-01,FE
125,1995-01-01,FE
126,1995-01-01,training
127,1995-01-01,training
128,1995-01-01,employment
129,1995-01-01,FE
130,1995-01-01,FE
131,1995-01-01,training
132,1995-01-01,employment
133,1995-01-01,school
134,1995-01-01,employment
135,1995-01-01,training
136,1995-01-01,employment
137,1995-01-01,school
138,1995-01-01,training
139,1995-01-01,training
140,1995-01-01,employment
141,1995-01-01,training
142,1995-01-01,FE
143,1995-01-01,school
144,1995-01-01,school
145,1995-01-01,FE
146,1995-01-01,FE
147,1995-01-01,employment
148,1995-01-01,joblessness
149,1995-01-01,joblessness
150,1995-01-01,employment
151,1995-01-01,training
152,1995-01-01,FE
153,1995-01-01,employment
154,1995-01-01,FE
155,1995-01-01,employment
156,1995-01-01,training
157,1995-01-01,employment
158,1995-01-01,FE
159,1995-01-01,employment
160,1995-01-01,employment
161,1995-01-01,employment
162,1995-01-01,school
163,1995-01-01,employment
164,1995-01-01,training
165,1995-01-01,employment
166,1995-01-01,employment
167,1995-01-01,FE
168,1995-01-01,FE
169,1995-01-01,employment
170,1995-01-01,FE
171,1995-01-01,employment
172,1995-01-01,FE
173,1995-01-01,FE
174,1995-01-01,training
175,1995-01-01,FE
176,1995-01-01,FE
177,1995-01-01,FE
178,1995-01-01,employment
179,1995-01-01,employment
180,1995-01-01,FE
181,1995-01-01,school
182,1995-01-01,FE
183,1995-01-01,employment
184,1995-01-01,training
185,1995-01-01,FE
186,1995-01-01,employment
187,1995-01-01,employment
188,1995-01-01,employment
189,1995-01-01,FE
190,1995-01-01,joblessness
191,1995-01-01,training
192,1995-01-01,FE
193,1995-01-01,employment
194,1995-01-01,school
195,1995-01-01,training
196,1995-01-01,school
197,1995-01-01,FE
198,1995-01-01,FE
199,1995-01-01,FE
200,1995-01-01,FE
201,1995-01-01,employment
202,1995-01-01,employment
203,1995-01-01,school
204,1995-01-01,FE
205,1995-01-01,training
206,1995-01-01,school
207,1995-01-01,school
208,1995-01-01,school
209,1995-01-01,school
210,1995-01-01,joblessness
211,1995-01-01,FE
212,1995-01-01,employment
213,1995-01-01,employment
214,1995-01-01,FE
215,1995-01-01,FE
216,1995-01-01,FE
217,1995-01-01,FE
218,1995-01-01,FE
219,1995-01-01,school
220,1995-01-01,FE
221,1995-01-01,employment
222,1995-01-01,FE
223,1995-01-01,employment
224,1995-01-01,employment
225,1995-01-01,training
226,1995-01-01,employment
227,1995-01-01,joblessness
228,1995-01-01,school
229,1995-01-01,employment
230,1995-01-01,FE
231,1995-01-01,employment
232,1995-01-01,FE
233,1995-01-01,FE
234,1995-01-01,school
235,1995-01-01,school
236,1995-01-01,school
237,1995-01-01,employment
238,1995-01-01,school
239,1995-01-01,FE
240,1995-01-01,training
241,1995-01-01,training
242,1995-01-01,school
243,1995-01-01,FE
244,1995-01-01,FE
245,1995-01-01,FE
246,1995-01-01,FE
247,1995-01-01,FE
248,1995-01-01,school
249,1995-01-01,school
250,1995-01-01,training
251,1995-01-01,training
252,1995-01-01,training
253,1995-01-01,employment
254,1995-01-01,joblessness
255,1995-01-01,FE
256,1995-01-01,school
257,1995-01-01,school
258,1995-01-01,school
259,1995-01-01,school
260,1995-01-01,school
261,1995-01-01,FE
262,1995-01-01,training
263,1995-01-01,employment
264,1995-01-01,joblessness
265,1995-01-01,training
266,1995-01-01,employment
267,1995-01-01,training
268,1995-01-01,training
269,1995-01-01,FE
270,1995-01-01,employment
271,1995-01-01,FE
272,1995-01-01,training
273,1995-01-01,school
274,1995-01-01,school
275,1995-01-01,FE
276,1995-01-01,training
277,1995-01-01,FE
278,1995-01-01,employment
279,1995-01-01,school
280,1995-01-01,employment
281,1995-01-01,employment
282,1995-01-01,school
283,1995-01-01,school
284,1995-01-01,FE
285,1995-01-01,FE
286,1995-01-01,FE
287,1995-01-01,FE
288,1995-01-01,training
289,1995-01-01,employment
290,1995-01-01,training
291,1995-01-01,FE
292,1995-01-01,employment
293,1995-01-01,FE
294,1995-01-01,FE
295,1995-01-01,FE
296,1995-01-01,employment
297,1995-01-01,FE
298,1995-01-01,FE
299,1995-01-01,employment
300,1995-01-01,FE
301,1995-01-01,FE
302,1995-01-01,FE
303,1995-01-01,employment
304,1995-01-01,FE
305,1995-01-01,FE
306,1995-01-01,employment
307,1995-01-01,FE
308,1995-01-01,FE
309,1995-01-01,training
310,1995-01-01,employment
311,1995-01-01,FE
312,1995-01-01,FE
313,1995-01-01,FE
314,1995-01-01,employment
315,1995-01-01,training
316,1995-01-01,school
317,1995-01-01,school
318,1995-01-01,school
319,1995-01-01,training
320,1995-01-01,FE
321,1995-01-01,employment
322,1995-01-01,employment
323,1995-01-01,school
324,1995-01-01,FE
325,1995-01-01,joblessness
326,1995-01-01,training
327,1995-01-01,FE
328,1995-01-01,training
329,1995-01-01,school
330,1995-01-01,FE
331,1995-01-01,employment
332,1995-01-01,school
333,1995-01-01,school
334,1995-01-01,training
335,1995-01-01,FE
336,1995-01-01,FE
337,1995-01-01,FE
338,1995-01-01,employment
339,1995-01-01,FE
340,1995-01-01,school
341,1995-01-01,FE
342,1995-01-01,employment
343,1995-01-01,employment
344,1995-01-01,training
345,1995-01-01,employment
346,1995-01-01,FE
347,1995-01-01,joblessness
348,1995-01-01,employment
349,1995-01-01,FE
350,1995-01-01,employment
351,1995-01-01,training
352,1995-01-01,employment
353,1995-01-01,FE
354,1995-01-01,training
355,1995-01-01,training
356,1995-01-01,joblessness
357,1995-01-01,employment
358,1995-01-01,school
359,1995-01-01,school
360,1995-01-01,employment
361,1995-01-01,employment
362,1995-01-01,training
363,1995-01-01,FE
364,1995-01-01,FE
365,1995-01-01,school
366,1995-01-01,training
367,1995-01-01,school
368,1995-01-01,employment
369,1995-01-01,FE
370,1995-01-01,FE
371,1995-01-01,training
372,1995-01-01,employment
373,1995-01-01,employment
374,1995-01-01,training
375,1995-01-01,employment
376,1995-01-01,FE
377,1995-01-01,joblessness
378,1995-01-01,FE
379,1995-01-01,FE
380,1995-01-01,FE
381,1995-01-01,FE
382,1995-01-01,FE
383,1995-01-01,FE
384,1995-01-01,employment
385,1995-01-01,FE
386,1995-01-01,employment
387,1995-01-01,training
388,1995-01-01,employment
389,1995-01-01,training
390,1995-01-01,school
391,1995-01-01,FE
392,1995-01-01,employment
393,1995-01-01,training
394,1995-01-01,employment
395,1995-01-01,FE
396,1995-01-01,employment
397,1995-01-01,training
398,1995-01-01,training
399,1995-01-01,employment
400,1995-01-01,employment
401,1995-01-01,employment
402,1995-01-01,training
403,1995-01-01,employment
404,1995-01-01,employment
405,1995-01-01,joblessness
406,1995-01-01,FE
407,1995-01-01,employment
408,1995-01-01,FE
409,1995-01-01,training
410,1995-01-01,school
411,1995-01-01,school
412,1995-01-01,employment
413,1995-01-01,employment
414,1995-01-01,FE
415,1995-01-01,employment
416,1995-01-01,training
417,1995-01-01,school
418,1995-01-01,FE
419,1995-01-01,employment
420,1995-01-01,employment
421,1995-01-01,employment
422,1995-01-01,school
423,1995-01-01,joblessness
424,1995-01-01,employment
425,1995-01-01,employment
426,1995-01-01,joblessness
427,1995-01-01,employment
428,1995-01-01,employment
429,1995-01-01,employment
430,1995-01-01,employment
431,1995-01-01,FE
432,1995-01-01,employment
433,1995-01-01,FE
434,1995-01-01,FE
435,1995-01-01,training
436,1995-01-01,FE
437,1995-01-01,school
438,1995-01-01,FE
439,1995-01-01,employment
440,1995-01-01,training
441,1995-01-01,FE
442,1995-01-01,employment
443,1995-01-01,employment
444,1995-01-01,FE
445,1995-01-01,FE
446,1995-01-01,FE
447,1995-01-01,FE
448,1995-01-01,employment
449,1995-01-01,school
450,1995-01-01,school
451,1995-01-01,school
452,1995-01-01,school
453,1995-01-01,school
454,1995-01-01,school
455,1995-01-01,FE
456,1995-01-01,school
457,1995-01-01,training
458,1995-01-01,FE
459,1995-01-01,FE
460,1995-01-01,school
461,1995-01-01,school
462,1995-01-01,FE
463,1995-01-01,employment
464,1995-01-01,FE
465,1995-01-01,FE
466,1995-01-01,FE
467,1995-01-01,FE
468,1995-01-01,FE
469,1995-01-01,employment
470,1995-01-01,FE
471,1995-01-01,training
472,1995-01-01,FE
473,1995-01-01,training
474,1995-01-01,school
475,1995-01-01,FE
476,1995-01-01,employment
477,1995-01-01,joblessness
478,1995-01-01,FE
479,1995-01-01,training
480,1995-01-01,FE
481,1995-01-01,employment
482,1995-01-01,training
483,1995-01-01,employment
484,1995-01-01,FE
485,1995-01-01,school
486,1995-01-01,joblessness
487,1995-01-01,FE
488,1995-01-01,FE
489,1995-01-01,FE
490,1995-01-01,school
491,1995-01-01,FE
492,1995-01-01,FE
493,1995-01-01,training
494,1995-01-01,FE
495,1995-01-01,employment
496,1995-01-01,employment
497,1995-01-01,employment
498,1995-01-01,school
499,1995-01-01,training
500,1995-01-01,FE
501,1995-01-01,training
502,1995-01-01,employment
503,1995-01-01,FE
504,1995-01-01,school
505,1995-01-01,school
506,1995-01-01,FE
507,1995-01-01,school
508,1995-01-01,employment
509,1995-01-01,FE
510,1995-01-01,training
511,1995-01-01,school
512,1995-01-01,employment
513,1995-01-01,FE
514,1995-01-01,training
515,1995-01-01,training
516,1995-01-01,FE
517,1995-01-01,FE
518,1995-01-01,training
519,1995-01-01,training
520,1995-01-01,FE
521,1995-01-01,school
522,1995-01-01,training
523,1995-01-01,FE
524,1995-01-01,joblessness
525,1995-01-01,employment
526,1995-01-01,training
527,1995-01-01,employment
528,1995-01-01,employment
529,1995-01-01,joblessness
530,1995-01-01,employment
531,1995-01-01,FE
532,1995-01-01,training
533,1995-01-01,FE
534,1995-01-01,FE
535,1995-01-01,employment
536,1995-01-01,employment
537,1995-01-01,joblessness
538,1995-01-01,FE
539,1995-01-01,joblessness
540,1995-01-01,training
541,1995-01-01,FE
542,1995-01-01,FE
543,1995-01-01,FE
544,1995-01-01,school
545,1995-01-01,employment
546,1995-01-01,training
547,1995-01-01,school
548,1995-01-01,training
549,1995-01-01,FE
550,1995-01-01,training
551,1995-01-01,FE
552,1995-01-01,school
553,1995-01-01,training
554,1995-01-01,FE
555,1995-01-01,FE
556,1995-01-01,FE
557,1995-01-01,FE
558,1995-01-01,employment
559,1995-01-01,employment
560,1995-01-01,employment
561,1995-01-01,FE
562,1995-01-01,FE
563,1995-01-01,training
564,1995-01-01,joblessness
565,1995-01-01,school
566,1995-01-01,employment
567,1995-01-01,employment
568,1995-01-01,FE
569,1995-01-01,FE
570,1995-01-01,employment
571,1995-01-01,employment
572,1995-01-01,FE
573,1995-01-01,joblessness
574,1995-01-01,joblessness
575,1995-01-01,employment
576,1995-01-01,FE
577,1995-01-01,FE
578,1995-01-01,employment
579,1995-01-01,training
580,1995-01-01,joblessness
581,1995-01-01,FE
582,1995-01-01,FE
583,1995-01-01,school
584,1995-01-01,training
585,1995-01-01,FE
586,1995-01-01,employment
587,1995-01-01,school
588,1995-01-01,employment
589,1995-01-01,training
590,1995-01-01,FE
591,1995-01-01,school
592,1995-01-01,school
593,1995-01-01,employment
594,1995-01-01,school
595,1995-01-01,FE
596,1995-01-01,FE
597,1995-01-01,FE
598,1995-01-01,employment
599,1995-01-01,employment
600,1995-01-01,school
601,1995-01-01,FE
602,1995-01-01,FE
603,1995-01-01,FE
604,1995-01-01,school
605,1995-01-01,FE
606,1995-01-01,training
607,1995-01-01,school
608,1995-01-01,school
609,1995-01-01,school
610,1995-01-01,school
611,1995-01-01,joblessness
612,1995-01-01,school
613,1995-01-01,school
614,1995-01-01,school
615,1995-01-01,school
616,1995-01-01,training
617,1995-01-01,employment
618,1995-01-01,employment
619,1995-01-01,FE
620,1995-01-01,FE
621,1995-01-01,school
622,1995-01-01,FE
623,1995-01-01,school
624,1995-01-01,FE
625,1995-01-01,FE
626,1995-01-01,training
627,1995-01-01,training
628,1995-01-01,training
629,1995-01-01,training
630,1995-01-01,joblessness
631,1995-01-01,training
632,1995-01-01,training
633,1995-01-01,training
634,1995-01-01,joblessness
635,1995-01-01,school
636,1995-01-01,employment
637,1995-01-01,employment
638,1995-01-01,employment
639,1995-01-01,employment
640,1995-01-01,school
641,1995-01-01,training
642,1995-01-01,school
643,1995-01-01,school
644,1995-01-01,training
645,1995-01-01,FE
646,1995-01-01,school
647,1995-01-01,FE
648,1995-01-01,employment
649,1995-01-01,employment
650,1995-01-01,school
651,1995-01-01,FE
652,1995-01-01,training
653,1995-01-01,FE
654,1995-01-01,school
655,1995-01-01,school
656,1995-01-01,school
657,1995-01-01,school
658,1995-01-01,school
659,1995-01-01,FE
660,1995-01-01,employment
661,1995-01-01,school
662,1995-01-01,FE
663,1995-01-01,FE
664,1995-01-01,employment
665,1995-01-01,employment
666,1995-01-01,school
667,1995-01-01,training
668,1995-01-01,employment
669,1995-01-01,employment
670,1995-01-01,school
671,1995-01-01,joblessness
672,1995-01-01,employment
